Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME,CURRENT_AGE,TOTAL_CONDITIONS,TOTAL_ENCOUNTER,ASTHMA_REASON_ENCOUNTER,SYMPTOM_ENCOUNTER,EMERGENCY_ENCOUNTER,URGENT_CARE_ENCOUNTER,ASTHMA_FU_ENCOUNTER,Measurement_avg pm25_2017,Measurement_avg pm25_2018,Measurement_avg pm25_2019,Measurement_avg pm25_2020,Measurement_avg pm25_2021,Measurement_avg pm25_2022,Measurement_avg pm25_2023,Measurement_avg pm25_2024,IS_SEVERE,HIGH_POLLUTION
533053be-97d7-6518-44e4-42ea89286ada,2018-01-14,,999-55-4574,,,,Renaldo199,Hickle134,,,,white,nonhispanic,M,Pittsfield  Massachusetts  US,237 Swaniawski Alley,Needham,Massachusetts,Norfolk County,25021.0,2494,42.28366728765011,-71.27146423944504,14250.09,2600.25,29,6.0,6,31,1,8,2.0,,,10.713392857142855,9.513392857142858,8.713392857142857,8.213392857142857,8.813392857142858,8.013392857142858,7.713392857142856,6.513392857142857,False,False
0425de03-644d-c1c8-017e-e766c6f18ea4,2012-07-29,,999-76-1549,,,,Joel444,King743,,,,white,nonhispanic,M,Mansfield Center  Massachusetts  US,965 Rath Spur,Mattapoisett,Massachusetts,Plymouth County,,0,41.67089311596522,-70.77524525607649,17580.01,17586.8,181883,12.0,3,29,5,5,1.0,3.0,4.0,8.928068181818182,8.628068181818183,7.728068181818182,7.328068181818182,7.828068181818182,7.028068181818182,7.128068181818182,6.128068181818182,True,False
c8cda479-eb94-5916-e009-50ca944faa71,2015-10-24,,999-93-2171,,,,Charmain607,Wiegand701,,,,white,nonhispanic,F,Fitchburg  Massachusetts  US,803 Moen Gardens,Holyoke,Massachusetts,Hampden County,25013.0,1040,42.199182449960446,-72.6858491678808,3450.0,65547.69,23508,9.0,4,43,8,7,3.0,2.0,6.0,11.128409090909091,10.32840909090909,9.128409090909091,8.628409090909091,9.92840909090909,8.728409090909091,8.728409090909091,8.228409090909091,True,True
64b9134c-4a00-6e69-ad4a-ba67ca675f90,2012-01-30,,999-21-6931,,,,Palmira118,Morar593,,,,white,nonhispanic,F,Salem  Massachusetts  US,476 Sipes Union Unit 30,Hubbardston,Massachusetts,Worcester County,,0,42.520700973160096,-71.98383056333863,26557.82,23929.65,63797,12.0,5,28,2,5,3.0,1.0,1.0,8.0125,7.5125,6.6125,6.0125,6.5125,6.0125,6.0125,5.6125,False,False
c9edf80c-5449-ce0a-c8f1-9db23d93e6a7,2012-05-24,,999-66-7428,,,,Karol905,Gislason620,,,,white,nonhispanic,F,Medway  Massachusetts  US,1087 Wolff Ferry,Medford,Massachusetts,Middlesex County,25017.0,2155,42.44823075851004,-71.14606767956295,2868.76,27940.56,21053,12.0,3,31,7,6,2.0,2.0,5.0,11.195535714285716,9.995535714285715,9.195535714285716,8.795535714285714,9.295535714285714,8.495535714285715,8.095535714285715,6.895535714285714,True,True
0592d4ae-6e78-f9ec-cfad-cbeaf6990985,2015-08-16,,999-26-1796,,,,Dennis979,Jenkins714,,,,white,nonhispanic,M,Somerville  Massachusetts  US,844 Gibson Grove Apt 99,Dalton,Massachusetts,Berkshire County,,0,42.48443230661962,-73.16456434298438,3300.89,24309.44,2069,9.0,8,37,2,8,1.0,5.0,1.0,7.725,7.424999999999999,6.525,6.025,6.525,5.925,6.025,6.025,False,False
9d7f995a-b2f2-4c37-f496-48b53a3c0f10,2012-04-28,,999-17-4206,,,,Daysi106,Williamson769,,,,white,nonhispanic,F,Lexington  Massachusetts  US,560 Pacocha Harbor Apt 38,Barnstable,Massachusetts,Barnstable County,25001.0,2637,41.73911786984523,-70.28845775770834,16986.55,9791.07,194038,12.0,4,34,5,9,,5.0,4.0,8.138352272727273,7.838352272727272,7.0383522727272725,6.738352272727273,7.138352272727272,6.438352272727272,6.338352272727272,5.638352272727272,True,False
0d3bb85c-c1ed-b720-d09c-e8f667eb8fa2,2012-11-03,,999-61-8204,,,,Kieth891,Hammes673,,,,white,nonhispanic,M,Marshfield Hills  Massachusetts  US,512 Murphy Bay Apt 47,Boston,Massachusetts,Suffolk County,25025.0,2113,42.36038160551594,-70.97602802750382,3350.0,15440.16,13497,12.0,5,27,3,5,2.0,2.0,1.0,11.911481910946195,10.511481910946197,9.711481910946196,9.311481910946195,9.911481910946195,8.911481910946197,8.611481910946196,7.311481910946196,False,True
aa9f9ff1-e14b-215d-05e3-29d6c178edd6,2016-10-19,,999-56-2818,,,,Latesha830,Schultz619,,,,white,nonhispanic,F,Natick  Massachusetts  US,846 Cummerata Path,Easthampton,Massachusetts,Hampshire County,25015.0,1027,42.2866743406433,-72.62891986406784,17651.08,895.65,40845,8.0,5,24,2,3,1.0,,1.0,9.23125,8.431249999999999,7.33125,6.83125,7.931249999999999,7.031249999999999,6.93125,6.53125,False,False
242d7569-e7f3-d519-1531-e85a93d55e99,2012-10-15,,999-27-8889,,,,Luciana251,Hodkiewicz467,,,,white,nonhispanic,F,Malden  Massachusetts  US,118 Dicki Wynd Apt 94,Worcester,Massachusetts,Worcester County,25027.0,1609,42.22196040431704,-71.73027961235627,3798.24,21530.24,1084,12.0,5,30,8,5,1.0,1.0,6.0,10.227619047619047,9.427619047619048,8.427619047619048,7.827619047619047,8.727619047619047,7.927619047619048,7.927619047619048,7.127619047619048,True,True
8d2f0872-9882-50cc-4099-0452f3b50877,2018-09-26,,999-32-4978,,,,Mabelle762,Kuvalis369,,,,white,nonhispanic,F,North Attleborough  Massachusetts  US,225 Miller Club Apt 23,West Boylston,Massachusetts,Worcester County,,0,42.32049593004767,-71.77341376517107,8888.12,7414.43,156817,6.0,9,23,4,4,,,2.0,10.725,10.025,9.025,8.425,9.125,8.524999999999999,8.425,7.825,False,True
fc6c6d33-ff78-72f4-9515-1579f24f79ed,2018-02-25,,999-73-9503,,,,Lizbeth716,Maggio310,,,,white,nonhispanic,F,Waltham  Massachusetts  US,778 Bernhard Trafficway,Arlington,Massachusetts,Middlesex County,25017.0,2476,42.40276256834803,-71.12573561249332,10799.07,8326.79,585780,6.0,9,29,1,7,1.0,2.0,,10.8015,9.5015,8.7015,8.3015,8.8015,8.0015,7.601500000000001,6.5015,False,False
bed5b059-6499-0b60-7da9-edc4ba4cf164,2015-03-04,,999-45-7879,,,,Luis923,Rojas511,,,,white,hispanic,M,Kingston  Kingston  JM,681 Ullrich Center,Lowell,Massachusetts,Middlesex County,25017.0,1851,42.66831376644105,-71.328924991193,3950.0,17410.34,14086,9.0,6,41,8,9,,3.0,5.0,10.687624950806768,9.587624950806768,8.587624950806768,8.187624950806768,8.887624950806769,8.28762495080677,7.987624950806769,7.387624950806769,True,True
99405e8d-9a27-0dd4-6a4f-6988a85b965b,2012-04-20,,999-82-3315,,,,Junior695,Gibson10,,,,white,hispanic,M,New Bedford  Massachusetts  US,763 Green Dale Apt 30,Pepperell,Massachusetts,Middlesex County,25017.0,1463,42.70543324469265,-71.64748216730644,12065.48,123825.03,649864,12.0,3,32,4,1,3.0,,2.0,9.45,8.65,7.75,7.25,7.75,7.25,7.15,6.75,False,False
f8ca7d4c-8c0c-d5ad-9610-18812ce4da92,2018-02-12,,999-59-4461,,,,Trent525,Hackett68,,,,white,nonhispanic,M,Holliston  Massachusetts  US,405 Johns Wynd,Northbridge,Massachusetts,Worcester County,,0,42.111804620214535,-71.61614984647065,11186.09,11313.3,165431,6.0,4,33,3,5,2.0,3.0,2.0,10.765625,9.965625,8.965625,8.465625,9.365625,8.465625,8.565625,7.565625,False,True
e583d057-6884-ee0a-f23e-ae8ee38a95d2,2017-02-04,,999-67-3490,,,,Henry768,Lakin515,,,,white,nonhispanic,F,Worcester  Massachusetts  US,845 Breitenberg Wall,Ludlow,Massachusetts,Hampden County,,0,42.18484221574808,-72.44249572507647,22574.49,3954.91,927966,7.0,6,27,3,5,2.0,,2.0,9.964571428571428,9.164571428571428,7.964571428571429,7.364571428571428,8.664571428571428,7.564571428571429,7.564571428571429,6.964571428571428,False,False
18f41eeb-f742-b49b-bd92-4ca843a0571a,2014-12-25,,999-72-9405,,,,Arnulfo253,Bradtke547,,,,white,nonhispanic,M,Franklin  Massachusetts  US,542 Armstrong Haven Apt 56,Newton,Massachusetts,Middlesex County,25017.0,2465,42.30133962014239,-71.22499417928218,20717.13,3605.73,775562,9.0,8,33,4,5,,2.0,2.0,11.575,10.275,9.475,8.975,9.575,8.774999999999999,8.475,7.275,False,True
3ec898c7-5bb0-d50f-b2e0-5bb9ffae3c3a,2014-09-07,,999-11-4644,,,,Darren774,Harris789,,,,white,nonhispanic,M,Malden  Massachusetts  US,611 Lubowitz Club Unit 93,Southborough,Massachusetts,Worcester County,,0,42.333830916655145,-71.49833489928484,4739.64,18627.13,406519,10.0,5,34,3,5,3.0,1.0,2.0,9.9225,8.9225,8.0225,7.4225,8.2225,7.5225,7.4225,6.6225,False,False
9a06fb15-3923-1980-152a-cceabcabe7c8,2018-08-14,,999-66-9175,,,,Ruth999,White193,,,,white,hispanic,F,Charlton  Massachusetts  US,370 Grimes Corner Apt 32,Sharon,Massachusetts,Norfolk County,25021.0,2067,42.12259589268314,-71.17670677448056,5918.77,16805.53,34163,6.0,7,28,2,4,1.0,2.0,1.0,11.38108552631579,10.181085526315789,9.281085526315788,8.781085526315788,9.48108552631579,8.681085526315789,8.38108552631579,7.281085526315789,False,True
501ed319-9373-bbaf-981e-acff5c9717cb,2016-02-26,,999-50-9720,,,,Lisha487,Kirlin939,,,,white,nonhispanic,F,Worcester  Massachusetts  US,959 Schaden Bypass Suite 39,Quincy,Massachusetts,Norfolk County,25021.0,2169,42.21259360864222,-71.13041684483471,2589.48,16947.01,30739,8.0,4,32,5,6,1.0,,3.0,11.992534090909093,10.69253409090909,9.892534090909091,9.492534090909093,10.09253409090909,9.09253409090909,8.79253409090909,7.492534090909091,True,True
cada3719-aef1-271c-cd68-16dd28c1487a,2013-12-02,,999-85-7092,,,,Audrea654,Hirthe744,,,,white,nonhispanic,F,Warren  Massachusetts  US,480 Pagac Manor,Malden,Massachusetts,Middlesex County,25017.0,2155,42.400159104197,-71.01009086302854,4350.0,23931.71,8846,10.0,8,39,3,8,2.0,4.0,1.0,11.01909090909091,9.819090909090908,9.01909090909091,8.61909090909091,9.11909090909091,8.319090909090908,7.91909090909091,6.819090909090909,False,True
b2002c05-6df7-03b0-4e47-37dadc7270f5,2014-07-07,,999-24-5241,,,,Rodney21,Goodwin327,,,,asian,nonhispanic,M,Wilbraham  Massachusetts  US,175 Bartoletti Route Unit 73,Watertown,Massachusetts,Middlesex County,25017.0,2472,42.35712587861767,-71.14271129977739,16684.19,588.82,162754,10.0,3,28,4,4,,,3.0,11.405,10.105,9.305,8.905000000000001,9.405,8.605,8.205000000000002,7.105,False,True
8d29e373-b895-2c6e-2c33-2ac6ad190de2,2012-03-30,,999-65-1159,,,,Robt687,Bednar518,,,,white,nonhispanic,M,Woburn  Massachusetts  US,1063 Gerhold Quay Unit 18,Worcester,Massachusetts,Worcester County,25027.0,1605,42.26729007835118,-71.78816252585874,5298.3,34486.93,17200,12.0,4,42,8,9,2.0,5.0,7.0,10.227619047619047,9.427619047619048,8.427619047619048,7.827619047619047,8.727619047619047,7.927619047619048,7.927619047619048,7.127619047619048,True,True
32ace8e5-88c5-cca1-248c-19af5428cb46,2013-10-11,,999-17-8916,,,,Jonathan639,Lebsack687,,,,white,nonhispanic,M,North Scituate  Massachusetts  US,957 Quigley Club,Fitchburg,Massachusetts,Worcester County,25027.0,1420,42.62849343145682,-71.84435130822344,4600.0,32175.49,16828,11.0,7,41,10,9,2.0,2.0,7.0,9.968579545454546,9.268579545454545,8.368579545454546,7.868579545454545,8.268579545454545,7.868579545454545,7.768579545454545,7.468579545454546,True,False
1b56ab6c-4a27-00b4-5775-3f24ba60c8ed,2013-07-07,,999-11-3336,,,,Shira43,McCullough561,,,,white,nonhispanic,F,Worcester  Massachusetts  US,472 Rolfson Haven,Burlington,Massachusetts,Middlesex County,25017.0,1803,42.49796928138045,-71.15721323036409,21620.39,33915.68,218203,11.0,7,34,6,6,1.0,2.0,5.0,11.561363636363636,10.361363636363636,9.461363636363636,9.061363636363636,9.661363636363635,8.961363636363636,8.661363636363635,7.761363636363636,True,True
47cf5d67-ebcb-1940-d0a3-5b593427b652,2016-09-04,,999-33-3609,,,,Tami145,Abernathy524,,,,white,nonhispanic,F,Greenfield  Massachusetts  US,860 Pagac Bay,Tyngsborough,Massachusetts,Middlesex County,,0,42.70505957265226,-71.43101487841136,6463.09,11436.69,30461,8.0,4,25,3,4,1.0,,2.0,10.109375,9.209375,8.209375,7.709375,8.409374999999999,7.909375,7.609375000000001,7.209375,False,False
7f9d58b5-df60-a2e1-b88b-c08a2ebe362d,2018-04-26,,999-97-1285,,,,Vonnie403,Osinski784,,,,white,nonhispanic,F,Arlington  Massachusetts  US,1008 Koss Glen Unit 18,Springfield,Massachusetts,Hampden County,25013.0,1020,42.15435545849534,-72.49252673514543,1650.0,12457.39,16355,6.0,6,22,2,6,,,1.0,10.908357771260995,10.008357771260998,8.708357771260998,8.108357771260998,9.608357771260998,8.308357771260997,8.308357771260997,7.708357771260997,False,True
b9a1e6f8-d995-6a75-af72-10faf79407ab,2016-11-16,,999-61-7030,,,,Erica194,Macejkovic424,,,,white,nonhispanic,F,Pittsfield  Massachusetts  US,909 Kessler Divide Unit 3,Brockton,Massachusetts,Plymouth County,25023.0,2302,42.04606048260544,-71.07238668344799,11906.2,13010.96,36768,8.0,4,24,3,3,1.0,2.0,2.0,10.916051136363636,9.616051136363636,8.816051136363635,8.316051136363635,8.916051136363636,8.116051136363636,7.816051136363636,6.716051136363636,False,False
a5a6e93d-a17e-f8ce-67db-66539fe111ca,2018-09-28,,999-99-1207,,,,Willette878,Schmeler639,,,,white,nonhispanic,F,Leominster  Massachusetts  US,1065 Cormier Parade,Norwood,Massachusetts,Norfolk County,25021.0,2090,42.17343893600711,-71.15254168786109,5732.13,16408.23,86940,6.0,7,26,2,5,,3.0,1.0,10.65,9.45,8.65,8.05,8.75,7.950000000000001,7.65,6.449999999999999,False,False
3ae758fa-66e5-e4b4-ad3c-59ea73050ca4,2014-01-27,,999-59-4025,,,,Jesús825,Oquendo599,,,,white,hispanic,M,Santiago  Santiago Province  CL,879 Weissnat Burg Unit 97,Saugus,Massachusetts,Essex County,25009.0,1906,42.43247288381826,-71.01374443359028,19498.38,1066.99,448776,10.0,6,35,9,4,1.0,2.0,8.0,11.86465909090909,10.66465909090909,9.86465909090909,9.46465909090909,10.06465909090909,9.26465909090909,8.96465909090909,7.86465909090909,True,True
cc45236e-227e-407b-d880-d83e9b358453,2018-08-29,,999-57-2366,,,,Lynetta635,Wilderman619,,,,white,nonhispanic,F,Chicopee  Massachusetts  US,770 Beahan Lodge,Hopkinton,Massachusetts,Middlesex County,25017.0,1748,42.195559458307,-71.49450361481446,8877.44,7922.8,73334,6.0,5,25,1,5,,2.0,,10.0296875,9.1296875,8.2296875,7.6296875,8.4296875,7.7296875,7.6296875,6.7296875,False,False
c258b4d9-348a-ae21-6034-ce0115dae6d5,2013-09-03,,999-55-2835,,,,Zachary28,Cummerata161,,,,white,hispanic,M,Boston  Massachusetts  US,167 Hermiston Esplanade,Fitchburg,Massachusetts,Worcester County,25027.0,1420,42.61623463407316,-71.82683973248535,21623.94,30339.24,115231,11.0,7,46,6,8,4.0,5.0,4.0,9.968579545454546,9.268579545454545,8.368579545454546,7.868579545454545,8.268579545454545,7.868579545454545,7.768579545454545,7.468579545454546,True,False
0cc78bb3-f90e-4d26-1295-c8fa9ebd48d9,2016-09-16,,999-41-2060,,,,Donovan745,Heidenreich818,,,,white,nonhispanic,M,Lexington  Massachusetts  US,320 Blanda Ferry,Boston,Massachusetts,Suffolk County,25025.0,2114,42.35524439000894,-71.0270867527259,9339.36,23567.58,824717,8.0,1,28,1,4,2.0,,,11.911481910946195,10.511481910946197,9.711481910946196,9.311481910946195,9.911481910946195,8.911481910946197,8.611481910946196,7.311481910946196,False,True
9cf536ba-609f-eca2-0a49-a0d5ca5e2828,2018-11-07,,999-34-6615,,,,Camille85,Rath779,,,,white,nonhispanic,F,Shrewsbury  Massachusetts  US,578 Terry Camp Suite 9,Northborough,Massachusetts,Worcester County,25027.0,1532,42.35853240519668,-71.60413393123572,20351.23,5427.0,48195,6.0,3,32,5,6,1.0,3.0,2.0,11.72627840909091,10.82627840909091,9.82627840909091,9.32627840909091,10.126278409090908,9.426278409090909,9.32627840909091,8.626278409090908,True,True
72ebb93a-5523-3c98-6d42-1b046566bb32,2016-05-13,,999-20-4689,,,,Gabriela205,Delgadillo349,,,,white,hispanic,F,Juarez  Chihuahua  MX,637 Runolfsson Passage,Cambridge,Massachusetts,Middlesex County,25017.0,2138,42.42064424463992,-71.13836777791421,20765.43,15950.33,33705,8.0,7,38,2,6,4.0,2.0,1.0,11.258359375,9.958359375,9.158359375,8.758359375,9.358359375,8.358359375000001,8.058359375,6.758359375,False,True
424390d7-265c-a9da-070b-4a9a1ce17940,2012-07-22,,999-12-7019,,,,Reatha769,Klein929,,,,white,nonhispanic,F,Southwick  Massachusetts  US,1067 Towne Viaduct Unit 86,Marlborough,Massachusetts,Middlesex County,25017.0,1752,42.34145152232956,-71.50584940149432,28018.33,11954.39,66856,12.0,4,39,7,8,1.0,6.0,5.0,10.770652173913044,9.770652173913044,8.870652173913044,8.270652173913044,9.070652173913045,8.470652173913043,8.270652173913044,7.570652173913043,True,True
4164811d-571b-f2ef-580e-e2be04efc0e1,2017-07-27,,999-48-6943,,,,Jamika47,Gutmann970,,,,black,nonhispanic,F,Barre  Massachusetts  US,870 O'Keefe Grove,Weymouth,Massachusetts,Norfolk County,25021.0,2189,42.214927314425935,-70.98966401231799,9954.87,16008.04,33234,7.0,8,33,5,5,,5.0,3.0,11.633928571428571,10.43392857142857,9.73392857142857,9.333928571428572,9.833928571428572,8.93392857142857,8.73392857142857,7.433928571428571,True,True
f0f2b453-e07d-2587-15aa-3315ad29f288,2013-12-09,,999-16-7123,,,,Lino542,Parisian75,,,,white,nonhispanic,M,Wrentham  Massachusetts  US,576 Koss Manor Apt 87,Newburyport,Massachusetts,Essex County,25009.0,1951,42.77480257367014,-70.83792871214851,38292.42,0.0,83453,10.0,5,28,4,2,2.0,,3.0,9.505,8.805,8.104999999999999,7.604999999999999,8.504999999999999,8.004999999999999,7.604999999999999,6.605,False,False
ef309098-df92-5861-1a00-b631bc04582f,2016-08-31,,999-98-6963,,,,Myriam433,Pouros728,,,,white,nonhispanic,F,Spencer  Massachusetts  US,561 Donnelly Highlands,Boston,Massachusetts,Suffolk County,25025.0,2126,42.37339261753088,-71.06322417498602,1890.18,11815.92,5015,8.0,7,25,3,5,1.0,,2.0,11.911481910946195,10.511481910946197,9.711481910946196,9.311481910946195,9.911481910946195,8.911481910946197,8.611481910946196,7.311481910946196,False,True
1ada0e45-7c9f-6de8-e9bd-93d80a337d83,2016-04-09,,999-86-1103,,,,Yolanda648,Brown30,,,,white,nonhispanic,F,Littleton  Massachusetts  US,1016 Feeney Skyway Apt 95,Lynn,Massachusetts,Essex County,25009.0,1901,42.45668834993006,-70.97896130411056,16109.68,12725.84,51620,8.0,5,35,3,8,2.0,3.0,2.0,11.278053977272728,10.178053977272729,9.378053977272728,8.978053977272726,9.578053977272727,8.778053977272727,8.478053977272726,7.378053977272727,False,True
daf7ce0d-74fd-894a-d399-60720ed5f60d,2018-09-19,,999-73-6871,,,,Juana825,Pfeffer420,,,,white,nonhispanic,F,Peabody  Massachusetts  US,885 Bogan Tunnel,Milford,Massachusetts,Worcester County,25027.0,1757,42.14469689944369,-71.51726783297585,14063.71,0.0,125231,6.0,6,26,1,7,,1.0,,10.01575,9.21575,8.21575,7.61575,8.515749999999999,7.71575,7.71575,6.71575,False,False
41f17539-91db-09b7-ed3a-129a806d55c9,2015-08-11,,999-85-5471,,,,Gigi364,Wunsch504,,,,white,nonhispanic,F,Boston  Massachusetts  US,574 Larkin Common,Beverly,Massachusetts,Essex County,25009.0,1915,42.525566566521896,-70.8001460811694,16988.77,8756.51,68404,9.0,3,30,5,4,2.0,1.0,3.0,9.7765625,8.876562499999999,8.076562500000001,7.6765625,8.4765625,7.7765625,7.476562500000001,6.4765625,True,False
137aa59d-406f-7cd2-887b-012b04b2a3be,2012-11-10,,999-30-2143,,,,Darell496,Wisozk929,,,,asian,nonhispanic,M,Cantho  Cần Thơ  VN,173 Goodwin Frontage road Suite 77,Rehoboth,Massachusetts,Bristol County,,0,41.81699021107912,-71.21470143610235,38652.6,188172.32,90689,12.0,3,41,3,2,,1.0,2.0,9.13125,8.53125,7.531249999999999,7.031249999999999,7.83125,6.83125,6.83125,5.93125,False,False
